kp,ki,kd,fitness,mean_error,final_error,max_error,overshoot,settling_time
6.0,0.0,1.4980021314026066,0.5087160052902696,0.03506576404318382,0.0,0.5491841545252311,4.5066114129244106e-05,0.86
